Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Begin File	Begin Date	Begin Hour	Species	Call type	Comments	Quantity
84	Spectrogram 1	1	1561.152569101	1561.152569101	278.571	278.571	0.0000	67145740.220515111830.wav		0	RS	BARK		
85	Spectrogram 1	1	1561.528291645	1561.528291645	407.143	407.143	0.0000	67145740.220515111830.wav		0	RS	BARK		
86	Spectrogram 1	1	1562.048522859	1562.048522859	482.143	482.143	0.0000	67145740.220515111830.wav		0	RS	BARK		
87	Spectrogram 1	1	1562.983012261	1562.983012261	717.857	717.857	0.0000	67145740.220515111830.wav		0	RS	YELP		
88	Spectrogram 1	1	1563.936769487	1563.936769487	728.571	728.571	0.0000	67145740.220515111830.wav		0	RS	YELP		
89	Spectrogram 1	1	1569.750371737	1569.750371737	1328.571	1328.571	0.0000	67145740.220515111830.wav		0	RS	YELP		
90	Spectrogram 1	1	1577.613404839	1577.613404839	407.143	407.143	0.0000	67145740.220515111830.wav		0	RS	BARK		
91	Spectrogram 1	1	1576.833058018	1576.833058018	900.000	900.000	0.0000	67145740.220515111830.wav		0	RS	YELP		
92	Spectrogram 1	1	1580.266247997	1580.266247997	1007.143	1007.143	0.0000	67145740.220515111830.wav		0	RS	YELP		
93	Spectrogram 1	1	1581.248906956	1581.248906956	353.571	353.571	0.0000	67145740.220515111830.wav		0	RS	BARK		
94	Spectrogram 1	1	1581.865477284	1581.865477284	396.429	396.429	0.0000	67145740.220515111830.wav		0	RS	BARK		
95	Spectrogram 1	1	1582.877037978	1582.877037978	385.714	385.714	0.0000	67145740.220515111830.wav		0	RS	BARK		
96	Spectrogram 1	1	1583.936768228	1583.936768228	385.714	385.714	0.0000	67145740.220515111830.wav		0	RS	BARK		
97	Spectrogram 1	1	1585.275881908	1585.275881908	439.286	439.286	0.0000	67145740.220515111830.wav		0	RS	BARK		
98	Spectrogram 1	1	1587.907670761	1587.907670761	407.143	407.143	0.0000	67145740.220515111830.wav		0	RS	BARK		
99	Spectrogram 1	1	1588.800115596	1588.800115596	310.714	310.714	0.0000	67145740.220515111830.wav		0	RS	BARK		
100	Spectrogram 1	1	1591.025549122	1591.025549122	310.714	310.714	0.0000	67145740.220515111830.wav		0	RS	BARK		
101	Spectrogram 1	1	1592.220154132	1592.220154132	353.571	353.571	0.0000	67145740.220515111830.wav		0	RS	BARK		
102	Spectrogram 1	1	1595.408990693	1595.408990693	728.571	728.571	0.0000	67145740.220515111830.wav		0	RS	YELP		
103	Spectrogram 1	1	1596.237507071	1596.237507071	867.857	867.857	0.0000	67145740.220515111830.wav		0	RS	YELP		
104	Spectrogram 1	1	1597.418972537	1597.418972537	900.000	900.000	0.0000	67145740.220515111830.wav		0	RS	YELP		
105	Spectrogram 1	1	1599.499897392	1599.499897392	450.000	450.000	0.0000	67145740.220515111830.wav		0	RS	BARK		
106	Spectrogram 1	1	1600.530725908	1600.530725908	407.143	407.143	0.0000	67145740.220515111830.wav		0	RS	BARK		
107	Spectrogram 1	1	1598.295658471	1598.295658471	1050.000	1050.000	0.0000	67145740.220515111830.wav		0	RS	YELP		
108	Spectrogram 1	1	1601.918009145	1601.918009145	396.429	396.429	0.0000	67145740.220515111830.wav		0	RS	BARK		
109	Spectrogram 1	1	1605.960739709	1605.960739709	439.286	439.286	0.0000	67145740.220515111830.wav		0	RS	BARK		
110	Spectrogram 1	1	1606.586943947	1606.586943947	396.429	396.429	0.0000	67145740.220515111830.wav		0	RS	BARK		
111	Spectrogram 1	1	1606.933764757	1606.933764757	450.000	450.000	0.0000	67145740.220515111830.wav		0	RS	BARK		
112	Spectrogram 1	1	1613.205441057	1613.205441057	396.429	396.429	0.0000	67145740.220515111830.wav		0	RS	BARK		
113	Spectrogram 1	1	1615.987024117	1615.987024117	557.143	557.143	0.0000	67145740.220515111830.wav		0	BS			
114	Spectrogram 1	1	1616.661397913	1616.661397913	407.143	407.143	0.0000	67145740.220515111830.wav		0	BS			
115	Spectrogram 1	1	1635.980894579	1635.980894579	782.143	782.143	0.0000	67145740.220515111830.wav		0	RS	YELP		
116	Spectrogram 1	1	1643.152035590	1643.152035590	846.429	846.429	0.0000	67145740.220515111830.wav		0	RS	YELP		
117	Spectrogram 1	1	1644.558586650	1644.558586650	1039.286	1039.286	0.0000	67145740.220515111830.wav		0	RS	YELP		
118	Spectrogram 1	1	1645.832870408	1645.832870408	257.143	257.143	0.0000	67145740.220515111830.wav		0	RS	GROWL		
119	Spectrogram 1	1	1662.082678482	1662.082678482	567.857	567.857	0.0000	67145740.220515111830.wav		0	BS			
120	Spectrogram 1	1	1674.903662397	1674.903662397	750.000	750.000	0.0000	67145740.220515111830.wav		0	RS	YELP		
121	Spectrogram 1	1	1679.007708640	1679.007708640	1725.000	1725.000	0.0000	67145740.220515111830.wav		0	BS			
122	Spectrogram 1	1	1684.696094469	1684.696094469	975.000	975.000	0.0000	67145740.220515111830.wav		0	RS	YELP		
123	Spectrogram 1	1	1686.685893163	1687.687819945	54.054	445.946	1.0019	67145740.220515111830.wav		0	RS	GROWL		2
124	Spectrogram 1	1	1692.915572703	1692.915572703	332.143	332.143	0.0000	67145740.220515111830.wav		0	BS			
125	Spectrogram 1	1	1696.678926765	1696.678926765	1028.571	1028.571	0.0000	67145740.220515111830.wav		0	RS	YELP		
126	Spectrogram 1	1	1698.615342950	1698.615342950	1339.286	1339.286	0.0000	67145740.220515111830.wav		0	RS	YELP		
127	Spectrogram 1	1	1720.477312521	1720.477312521	332.143	332.143	0.0000	67145740.220515111830.wav		0	BS			
128	Spectrogram 1	1	1736.932035168	1736.932035168	1114.286	1114.286	0.0000	67145740.220515111830.wav		0	BS			
129	Spectrogram 1	1	1740.156762962	1740.156762962	1382.143	1382.143	0.0000	67145740.220515111830.wav		0	RS	YELP		
130	Spectrogram 1	1	1781.156937700	1781.156937700	1339.286	1339.286	0.0000	67145740.220515111830.wav		0	BS			
131	Spectrogram 1	1	1876.617612914	1876.617612914	1339.286	1339.286	0.0000	67145740.220515112330.wav		0	BS			
132	Spectrogram 1	1	1944.887889163	1944.887889163	803.571	803.571	0.0000	67145740.220515112330.wav		0	BS			
133	Spectrogram 1	1	1951.178833287	1951.178833287	278.571	278.571	0.0000	67145740.220515112330.wav		0	RS	GROWL		
134	Spectrogram 1	1	1987.970747926	1987.970747926	1007.143	1007.143	0.0000	67145740.220515112330.wav		0	BS			
135	Spectrogram 1	1	2043.119634861	2043.119634861	1185.053	1185.053	0.0000	67145740.220515112330.wav		0	RS	YELP		
136	Spectrogram 1	1	2043.350848734	2043.350848734	501.779	501.779	0.0000	67145740.220515112330.wav		0	RS	BARK		
137	Spectrogram 1	1	2046.241022145	2046.241022145	1153.025	1153.025	0.0000	67145740.220515112330.wav		0	RS	YELP		
138	Spectrogram 1	1	2067.433873079	2067.433873079	427.046	427.046	0.0000	67145740.220515112330.wav		0	BS			
139	Spectrogram 1	1	2085.673495265	2085.673495265	1142.349	1142.349	0.0000	67145740.220515112330.wav		0	BS			
140	Spectrogram 1	1	2136.985450301	2136.985450301	629.893	629.893	0.0000	67145740.220515112830.wav		0	BS			
141	Spectrogram 1	1	2236.573799855	2236.573799855	1953.737	1953.737	0.0000	67145740.220515112830.wav		0	BS			
142	Spectrogram 1	1	2285.191805010	2285.191805010	747.331	747.331	0.0000	67145740.220515112830.wav		0	BS			
143	Spectrogram 1	1	2319.569975325	2319.569975325	1345.196	1345.196	0.0000	67145740.220515112830.wav		0	BS			
144	Spectrogram 1	1	2356.535290727	2356.535290727	405.694	405.694	0.0000	67145740.220515112830.wav		0	BS			
145	Spectrogram 1	1	2442.618659227	2442.618659227	1035.587	1035.587	0.0000	67145740.220515113331.wav		0	BS			
146	Spectrogram 1	1	2495.994909760	2495.994909760	939.502	939.502	0.0000	67145740.220515113331.wav		0	BS			
147	Spectrogram 1	1	2498.305295672	2498.305295672	1056.940	1056.940	0.0000	67145740.220515113331.wav		0	BS			
148	Spectrogram 1	1	2549.750385179	2549.750385179	1494.662	1494.662	0.0000	67145740.220515113331.wav		0	BS			
149	Spectrogram 1	1	2586.926783155	2586.926783155	2156.584	2156.584	0.0000	67145740.220515113331.wav		0	BS			
150	Spectrogram 1	1	2637.440879654	2637.440879654	480.427	480.427	0.0000	67145740.220515113331.wav		0	BS			
151	Spectrogram 1	1	2660.521973927	2660.521973927	416.370	416.370	0.0000	67145740.220515113331.wav		0	BS			
152	Spectrogram 1	1	2703.207212696	2703.207212696	800.712	800.712	0.0000	67145740.220515113831.wav		0	BS			
153	Spectrogram 1	1	2732.988241593	2732.988241593	1516.014	1516.014	0.0000	67145740.220515113831.wav		0	BS			
154	Spectrogram 1	1	2829.219644905	2829.219644905	619.217	619.217	0.0000	67145740.220515113831.wav		0	BS			
155	Spectrogram 1	1	2887.730776550	2887.730776550	362.989	362.989	0.0000	67145740.220515113831.wav		0	BS			
156	Spectrogram 1	1	2926.645647681	2926.645647681	1932.384	1932.384	0.0000	67145740.220515113831.wav		0	BS			
157	Spectrogram 1	1	2935.558764594	2935.558764594	1056.940	1056.940	0.0000	67145740.220515113831.wav		0	UNKNOWN			
158	Spectrogram 1	1	2999.277450606	2999.277450606	2081.851	2081.851	0.0000	67145740.220515113831.wav		0	BS			
159	Spectrogram 1	1	3064.231896629	3064.231896629	395.018	395.018	0.0000	67145740.220515114331.wav		0	BS			
160	Spectrogram 1	1	3099.441217516	3099.441217516	886.121	886.121	0.0000	67145740.220515114331.wav		0	BS			
161	Spectrogram 1	1	3122.745647856	3122.745647856	960.854	960.854	0.0000	67145740.220515114331.wav		0	BS			
162	Spectrogram 1	1	3188.332460116	3188.332460116	832.740	832.740	0.0000	67145740.220515114331.wav		0	BS			
163	Spectrogram 1	1	3190.293395995	3190.293395995	1227.758	1227.758	0.0000	67145740.220515114331.wav		0	BS			
164	Spectrogram 1	1	3253.268515705	3253.268515705	1686.833	1686.833	0.0000	67145740.220515114331.wav		0	BS			
165	Spectrogram 1	1	3303.653878251	3303.653878251	2145.907	2145.907	0.0000	67145740.220515114831.wav		0	BS			
166	Spectrogram 1	1	3323.819408962	3323.819408962	352.313	352.313	0.0000	67145740.220515114831.wav		0	BS			
167	Spectrogram 1	1	3363.870205226	3363.870205226	629.893	629.893	0.0000	67145740.220515114831.wav		0	BS			
168	Spectrogram 1	1	3394.814317413	3394.814317413	683.274	683.274	0.0000	67145740.220515114831.wav		0	BS			
169	Spectrogram 1	1	3406.526536311	3406.526536311	1419.929	1419.929	0.0000	67145740.220515114831.wav		0	BS			
170	Spectrogram 1	1	3561.174453965	3561.174453965	1793.594	1793.594	0.0000	67145740.220515114831.wav		0	BS			
171	Spectrogram 1	1	3655.817119832	3655.817119832	928.826	928.826	0.0000	67145740.220515115331.wav		1	RS	YELP		
172	Spectrogram 1	1	3692.771928203	3692.771928203	469.751	469.751	0.0000	67145740.220515115331.wav		1	BS			
173	Spectrogram 1	1	3744.384303126	3744.384303126	576.512	576.512	0.0000	67145740.220515115331.wav		1	BS			
174	Spectrogram 1	1	3769.740761962	3769.740761962	1153.025	1153.025	0.0000	67145740.220515115331.wav		1	RS	YELP		
175	Spectrogram 1	1	3845.857418506	3845.857418506	2241.993	2241.993	0.0000	67145740.220515115331.wav		1	BS			
176	Spectrogram 1	1	3958.960404162	3958.960404162	1014.235	1014.235	0.0000	67145740.220515115831.wav		1	BS			
177	Spectrogram 1	1	4006.798911764	4006.798911764	619.217	619.217	0.0000	67145740.220515115831.wav		1	BS			
178	Spectrogram 1	1	4059.248557683	4059.248557683	1281.139	1281.139	0.0000	67145740.220515115831.wav		1	BS			
179	Spectrogram 1	1	4161.904887652	4161.904887652	640.569	640.569	0.0000	67145740.220515115831.wav		1	BS			
180	Spectrogram 1	1	4293.024166005	4293.024166005	800.712	800.712	0.0000	67145740.220515120331.wav		1	BS			
181	Spectrogram 1	1	4384.681207708	4384.681207708	1697.509	1697.509	0.0000	67145740.220515120331.wav		1	BS			
182	Spectrogram 1	1	4492.087920841	4492.087920841	469.751	469.751	0.0000	67145740.220515120331.wav		1	BS			
183	Spectrogram 1	1	4579.702214079	4579.702214079	1548.043	1548.043	0.0000	67145740.220515120831.wav		1	BS			
184	Spectrogram 1	1	4702.018740929	4702.018740929	480.427	480.427	0.0000	67145740.220515120831.wav		1	BS			
185	Spectrogram 1	1	4764.859869217	4764.859869217	1793.594	1793.594	0.0000	67145740.220515120831.wav		1	BS			
186	Spectrogram 1	1	4931.274297251	4931.274297251	1355.872	1355.872	0.0000	67145740.220515121331.wav		1	BS			
187	Spectrogram 1	1	4927.725493757	4936.925879114	298.932	1003.559	9.2004	67145740.220515121331.wav		1	RS scratching			
188	Spectrogram 1	1	5063.187941441	5063.187941441	437.722	437.722	0.0000	67145740.220515121331.wav		1	BS			
189	Spectrogram 1	1	5108.729190147	5108.729190147	854.093	854.093	0.0000	67145740.220515121831.wav		1	BS			
190	Spectrogram 1	1	5146.872462721	5146.872462721	960.854	960.854	0.0000	67145740.220515121831.wav		1	BS			
191	Spectrogram 1	1	5259.470137645	5259.470137645	2220.641	2220.641	0.0000	67145740.220515121831.wav		1	BS			
192	Spectrogram 1	1	5377.263964389	5377.263964389	1217.082	1217.082	0.0000	67145740.220515121831.wav		1	RS	YELP		
193	Spectrogram 1	1	5398.135393905	5398.135393905	651.246	651.246	0.0000	67145740.220515121831.wav		1	BS			
194	Spectrogram 1	1	6351.812903147	6351.812903147	1387.900	1387.900	0.0000	67145740.220515123831.wav		1	RS	YELP		
195	Spectrogram 1	1	6516.992470450	6516.992470450	971.530	971.530	0.0000	67145740.220515123831.wav		1	RS	YELP		
196	Spectrogram 1	1	7014.006820416	7014.006820416	427.046	427.046	0.0000	67145740.220515124831.wav		1	RS	BARK		
197	Spectrogram 1	1	7014.767899414	7014.767899414	491.103	491.103	0.0000	67145740.220515124831.wav		1	RS	YELP		
198	Spectrogram 1	1	7382.104573291	7382.104573291	725.979	725.979	0.0000	67145740.220515125331.wav		2	RS	YELP		
199	Spectrogram 1	1	7775.725173744	7775.725173744	1217.082	1217.082	0.0000	67145740.220515125831.wav		2	RS	YELP		
200	Spectrogram 1	1	7775.937119794	7775.937119794	971.530	971.530	0.0000	67145740.220515125831.wav		2	RS	YELP		
201	Spectrogram 1	1	7778.942900141	7778.942900141	1078.292	1078.292	0.0000	67145740.220515125831.wav		2	RS	YELP		
202	Spectrogram 1	1	7779.203015747	7779.203015747	790.036	790.036	0.0000	67145740.220515125831.wav		2	RS	BARK		
203	Spectrogram 1	1	7781.953923119	7781.953923119	1281.139	1281.139	0.0000	67145740.220515125831.wav		2	RS	YELP		
204	Spectrogram 1	1	7784.709221770	7784.709221770	1313.167	1313.167	0.0000	67145740.220515125831.wav		2	RS	YELP		
205	Spectrogram 1	1	7785.027140845	7785.027140845	683.274	683.274	0.0000	67145740.220515125831.wav		2	RS	BARK		
206	Spectrogram 1	1	7785.606931004	7785.606931004	1099.644	1099.644	0.0000	67145740.220515125831.wav		2	RS	YELP		
207	Spectrogram 1	1	7786.194599597	7786.194599597	362.989	362.989	0.0000	67145740.220515125831.wav		2	RS	BARK		
208	Spectrogram 1	1	7786.528280862	7786.528280862	459.075	459.075	0.0000	67145740.220515125831.wav		2	RS	BARK		
209	Spectrogram 1	1	7787.096681633	7787.096681633	469.751	469.751	0.0000	67145740.220515125831.wav		2	RS	BARK		
210	Spectrogram 1	1	7787.857760631	7787.857760631	587.189	587.189	0.0000	67145740.220515125831.wav		2	RS	BARK		
211	Spectrogram 1	1	8440.379213038	8440.379213038	1110.320	1110.320	0.0000	67145740.220515131331.wav		2	RS	YELP		
212	Spectrogram 1	1	8792.870896541	8792.870896541	1313.167	1313.167	0.0000	67145740.220515131831.wav		2	RS	YELP		
213	Spectrogram 1	1	9125.106825971	9125.106825971	427.046	427.046	0.0000	67145740.220515132331.wav		2	RS	BARK		
214	Spectrogram 1	1	9126.301430980	9126.301430980	523.132	523.132	0.0000	67145740.220515132331.wav		2	RS	BARK		
215	Spectrogram 1	1	9450.380091762	9450.380091762	1377.224	1377.224	0.0000	67145740.220515132831.wav		2	RS	YELP		
216	Spectrogram 1	1	9450.688376926	9450.688376926	1174.377	1174.377	0.0000	67145740.220515132831.wav		2	RS	YELP		
217	Spectrogram 1	1	9456.994222423	9456.994222423	1387.900	1387.900	0.0000	67145740.220515132831.wav		2	RS	YELP		
218	Spectrogram 1	1	9459.974604132	9459.974604132	1185.053	1185.053	0.0000	67145740.220515132831.wav		2	RS	YELP		
219	Spectrogram 1	1	9460.305660039	9460.305660039	629.893	629.893	0.0000	67145740.220515132831.wav		2	RS	BARK		
220	Spectrogram 1	1	9460.517606089	9460.517606089	1131.673	1131.673	0.0000	67145740.220515132831.wav		2	RS	YELP		
221	Spectrogram 1	1	9460.758453873	9460.758453873	512.456	512.456	0.0000	67145740.220515132831.wav		2	RS	BARK		
222	Spectrogram 1	1	9460.980033835	9460.980033835	1056.940	1056.940	0.0000	67145740.220515132831.wav		2	RS	YELP		
223	Spectrogram 1	1	9461.182345973	9461.182345973	501.779	501.779	0.0000	67145740.220515132831.wav		2	RS	BARK		
224	Spectrogram 1	1	10215.355555824	10215.355555824	907.473	907.473	0.0000	67145740.220515134331.wav		2	RS	YELP		
225	Spectrogram 1	1	10231.228738156	10231.228738156	1387.900	1387.900	0.0000	67145740.220515134331.wav		2	RS	YELP		
226	Spectrogram 1	1	10233.454171682	10233.454171682	1494.662	1494.662	0.0000	67145740.220515134331.wav		2	RS	YELP		
