Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Begin File	Begin Date	Begin Hour	Species	Call type	Comments	Quantity
41	Spectrogram 1	1	1476.09213	1476.09213	1103.571	1103.571	0	67145740.220515111330.wav		0	RS	YELP		
42	Spectrogram 1	1	1476.294442	1476.294442	567.857	567.857	0	67145740.220515111330.wav		0	RS	BARK		
43	Spectrogram 1	1	1476.833941	1476.833941	717.857	717.857	0	67145740.220515111330.wav		0	RS	BARK		
44	Spectrogram 1	1	1478.722187	1478.722187	910.714	910.714	0	67145740.220515111330.wav		0	RS	YELP		
45	Spectrogram 1	1	1479.117178	1479.117178	675	675	0	67145740.220515111330.wav		0	RS	BARK		
46	Spectrogram 1	1	1479.512168	1479.512168	728.571	728.571	0	67145740.220515111330.wav		0	RS	BARK		
47	Spectrogram 1	1	1486.05447	1486.05447	878.571	878.571	0	67145740.220515111330.wav		0	RS	YELP		
49	Spectrogram 1	1	1489.98949	1489.98949	889.286	889.286	0	67145740.220515111330.wav		0	RS	YELP		
50	Spectrogram 1	1	1490.249606	1490.249606	407.143	407.143	0	67145740.220515111330.wav		0	RS	BARK		
51	Spectrogram 1	1	1499.5253	1499.5253	910.714	910.714	0	67145740.220515111330.wav		0	RS	YELP		
52	Spectrogram 1	1	1499.795049	1499.795049	546.429	546.429	0	67145740.220515111330.wav		0	RS	BARK		
53	Spectrogram 1	1	1500.074433	1500.074433	675	675	0	67145740.220515111330.wav		0	RS	BARK		
54	Spectrogram 1	1	1501.114895	1501.114895	1007.143	1007.143	0	67145740.220515111830.wav		0	RS	YELP		
55	Spectrogram 1	1	1501.596591	1501.596591	985.714	985.714	0	67145740.220515111830.wav		0	RS	BARK		
56	Spectrogram 1	1	1501.885608	1501.885608	1060.714	1060.714	0	67145740.220515111830.wav		0	RS	YELP		
57	Spectrogram 1	1	1502.126456	1502.126456	771.429	771.429	0	67145740.220515111830.wav		0	RS	BARK		
59	Spectrogram 1	1	1502.916437	1502.916437	803.571	803.571	0	67145740.220515111830.wav		0	RS	BARK		
60	Spectrogram 1	1	1503.870194	1503.870194	964.286	964.286	0	67145740.220515111830.wav		0	RS	YELP		
61	Spectrogram 1	1	1504.172353	1504.172353	707.143	707.143	0	67145740.220515111830.wav		0	RS	BARK		
62	Spectrogram 1	1	1504.625147	1504.625147	835.714	835.714	0	67145740.220515111830.wav		0	RS	YELP		
63	Spectrogram 1	1	1504.769656	1504.769656	535.714	535.714	0	67145740.220515111830.wav		0	RS	BARK		
64	Spectrogram 1	1	1524.595359	1524.595359	600	600	0	67145740.220515111830.wav		0	RS	YELP		
65	Spectrogram 1	1	1524.788037	1524.788037	492.857	492.857	0	67145740.220515111830.wav		0	RS	BARK		
66	Spectrogram 1	1	1525.433509	1525.433509	589.286	589.286	0	67145740.220515111830.wav		0	RS	BARK		
67	Spectrogram 1	1	1528.660869	1528.660869	621.429	621.429	0	67145740.220515111830.wav		0	RS	YELP		
68	Spectrogram 1	1	1528.978788	1528.978788	364.286	364.286	0	67145740.220515111830.wav		0	RS	BARK		
69	Spectrogram 1	1	1532.300747	1532.300747	675	675	0	67145740.220515111830.wav		0	RS	YELP		
70	Spectrogram 1	1	1532.609032	1532.609032	375	375	0	67145740.220515111830.wav		0	RS	BARK		
71	Spectrogram 1	1	1532.975121	1532.975121	482.143	482.143	0	67145740.220515111830.wav		0	RS	BARK		
72	Spectrogram 1	1	1534.266065	1534.266065	792.857	792.857	0	67145740.220515111830.wav		0	RS	YELP		
73	Spectrogram 1	1	1534.892269	1534.892269	385.714	385.714	0	67145740.220515111830.wav		0	RS	BARK		
74	Spectrogram 1	1	1535.200554	1535.200554	417.857	417.857	0	67145740.220515111830.wav		0	RS	BARK		
75	Spectrogram 1	1	1535.797857	1535.797857	492.857	492.857	0	67145740.220515111830.wav		0	RS	BARK		
76	Spectrogram 1	1	1536.183213	1536.183213	482.143	482.143	0	67145740.220515111830.wav		0	RS	BARK		
77	Spectrogram 1	1	1545.182149	1545.182149	375	375	0	67145740.220515111830.wav		0	RS	BARK		
78	Spectrogram 1	1	1545.52897	1545.52897	310.714	310.714	0	67145740.220515111830.wav		0	RS	BARK		
79	Spectrogram 1	1	1552.777186	1552.777186	825	825	0	67145740.220515111830.wav		0	RS	YELP		
80	Spectrogram 1	1	1553.0084	1553.0084	364.286	364.286	0	67145740.220515111830.wav		0	RS	BARK		
81	Spectrogram 1	1	1553.384122	1553.384122	364.286	364.286	0	67145740.220515111830.wav		0	RS	BARK		
82	Spectrogram 1	1	1557.651942	1557.651942	1135.714	1135.714	0	67145740.220515111830.wav		0	RS	YELP		
83	Spectrogram 1	1	1560.397606	1560.397606	803.571	803.571	0	67145740.220515111830.wav		0	RS	YELP		
84	Spectrogram 1	1	1561.152569	1561.152569	278.571	278.571	0	67145740.220515111830.wav		0	RS	BARK		
85	Spectrogram 1	1	1561.528292	1561.528292	407.143	407.143	0	67145740.220515111830.wav		0	RS	BARK		
86	Spectrogram 1	1	1562.048523	1562.048523	482.143	482.143	0	67145740.220515111830.wav		0	RS	BARK		
87	Spectrogram 1	1	1562.983012	1562.983012	717.857	717.857	0	67145740.220515111830.wav		0	RS	YELP		
88	Spectrogram 1	1	1563.936769	1563.936769	728.571	728.571	0	67145740.220515111830.wav		0	RS	YELP		
89	Spectrogram 1	1	1569.750372	1569.750372	1328.571	1328.571	0	67145740.220515111830.wav		0	RS	YELP		
90	Spectrogram 1	1	1577.613405	1577.613405	407.143	407.143	0	67145740.220515111830.wav		0	RS	BARK		
91	Spectrogram 1	1	1576.833058	1576.833058	900	900	0	67145740.220515111830.wav		0	RS	YELP		
92	Spectrogram 1	1	1580.266248	1580.266248	1007.143	1007.143	0	67145740.220515111830.wav		0	RS	YELP		
93	Spectrogram 1	1	1581.248907	1581.248907	353.571	353.571	0	67145740.220515111830.wav		0	RS	BARK		
94	Spectrogram 1	1	1581.865477	1581.865477	396.429	396.429	0	67145740.220515111830.wav		0	RS	BARK		
95	Spectrogram 1	1	1582.877038	1582.877038	385.714	385.714	0	67145740.220515111830.wav		0	RS	BARK		
96	Spectrogram 1	1	1583.936768	1583.936768	385.714	385.714	0	67145740.220515111830.wav		0	RS	BARK		
97	Spectrogram 1	1	1585.275882	1585.275882	439.286	439.286	0	67145740.220515111830.wav		0	RS	BARK		
98	Spectrogram 1	1	1587.907671	1587.907671	407.143	407.143	0	67145740.220515111830.wav		0	RS	BARK		
99	Spectrogram 1	1	1588.800116	1588.800116	310.714	310.714	0	67145740.220515111830.wav		0	RS	BARK		
100	Spectrogram 1	1	1591.025549	1591.025549	310.714	310.714	0	67145740.220515111830.wav		0	RS	BARK		
101	Spectrogram 1	1	1592.220154	1592.220154	353.571	353.571	0	67145740.220515111830.wav		0	RS	BARK		
102	Spectrogram 1	1	1595.408991	1595.408991	728.571	728.571	0	67145740.220515111830.wav		0	RS	YELP		
103	Spectrogram 1	1	1596.237507	1596.237507	867.857	867.857	0	67145740.220515111830.wav		0	RS	YELP		
104	Spectrogram 1	1	1597.418973	1597.418973	900	900	0	67145740.220515111830.wav		0	RS	YELP		
105	Spectrogram 1	1	1599.499897	1599.499897	450	450	0	67145740.220515111830.wav		0	RS	BARK		
106	Spectrogram 1	1	1600.530726	1600.530726	407.143	407.143	0	67145740.220515111830.wav		0	RS	BARK		
107	Spectrogram 1	1	1598.295658	1598.295658	1050	1050	0	67145740.220515111830.wav		0	RS	YELP		
108	Spectrogram 1	1	1601.918009	1601.918009	396.429	396.429	0	67145740.220515111830.wav		0	RS	BARK		
109	Spectrogram 1	1	1605.96074	1605.96074	439.286	439.286	0	67145740.220515111830.wav		0	RS	BARK		
110	Spectrogram 1	1	1606.586944	1606.586944	396.429	396.429	0	67145740.220515111830.wav		0	RS	BARK		
111	Spectrogram 1	1	1606.933765	1606.933765	450	450	0	67145740.220515111830.wav		0	RS	BARK		
112	Spectrogram 1	1	1613.205441	1613.205441	396.429	396.429	0	67145740.220515111830.wav		0	RS	BARK		
115	Spectrogram 1	1	1635.980895	1635.980895	782.143	782.143	0	67145740.220515111830.wav		0	RS	YELP		
116	Spectrogram 1	1	1643.152036	1643.152036	846.429	846.429	0	67145740.220515111830.wav		0	RS	YELP		
117	Spectrogram 1	1	1644.558587	1644.558587	1039.286	1039.286	0	67145740.220515111830.wav		0	RS	YELP		
118	Spectrogram 1	1	1645.83287	1645.83287	257.143	257.143	0	67145740.220515111830.wav		0	RS	GROWL		
120	Spectrogram 1	1	1674.903662	1674.903662	750	750	0	67145740.220515111830.wav		0	RS	YELP		
122	Spectrogram 1	1	1684.696094	1684.696094	975	975	0	67145740.220515111830.wav		0	RS	YELP		
123	Spectrogram 1	1	1686.685893	1687.68782	54.054	445.946	1.0019	67145740.220515111830.wav		0	RS	GROWL		2
125	Spectrogram 1	1	1696.678927	1696.678927	1028.571	1028.571	0	67145740.220515111830.wav		0	RS	YELP		
126	Spectrogram 1	1	1698.615343	1698.615343	1339.286	1339.286	0	67145740.220515111830.wav		0	RS	YELP		
129	Spectrogram 1	1	1740.156763	1740.156763	1382.143	1382.143	0	67145740.220515111830.wav		0	RS	YELP		
133	Spectrogram 1	1	1951.178833	1951.178833	278.571	278.571	0	67145740.220515112330.wav		0	RS	GROWL		
135	Spectrogram 1	1	2043.119635	2043.119635	1185.053	1185.053	0	67145740.220515112330.wav		0	RS	YELP		
136	Spectrogram 1	1	2043.350849	2043.350849	501.779	501.779	0	67145740.220515112330.wav		0	RS	BARK		
137	Spectrogram 1	1	2046.241022	2046.241022	1153.025	1153.025	0	67145740.220515112330.wav		0	RS	YELP		
171	Spectrogram 1	1	3655.81712	3655.81712	928.826	928.826	0	67145740.220515115331.wav		1	RS	YELP		
174	Spectrogram 1	1	3769.740762	3769.740762	1153.025	1153.025	0	67145740.220515115331.wav		1	RS	YELP		
187	Spectrogram 1	1	4927.725494	4936.925879	298.932	1003.559	9.2004	67145740.220515121331.wav		1	RS scratching			
192	Spectrogram 1	1	5377.263964	5377.263964	1217.082	1217.082	0	67145740.220515121831.wav		1	RS	YELP		
194	Spectrogram 1	1	6351.812903	6351.812903	1387.9	1387.9	0	67145740.220515123831.wav		1	RS	YELP		
195	Spectrogram 1	1	6516.99247	6516.99247	971.53	971.53	0	67145740.220515123831.wav		1	RS	YELP		
196	Spectrogram 1	1	7014.00682	7014.00682	427.046	427.046	0	67145740.220515124831.wav		1	RS	BARK		
197	Spectrogram 1	1	7014.767899	7014.767899	491.103	491.103	0	67145740.220515124831.wav		1	RS	YELP		
198	Spectrogram 1	1	7382.104573	7382.104573	725.979	725.979	0	67145740.220515125331.wav		2	RS	YELP		
199	Spectrogram 1	1	7775.725174	7775.725174	1217.082	1217.082	0	67145740.220515125831.wav		2	RS	YELP		
200	Spectrogram 1	1	7775.93712	7775.93712	971.53	971.53	0	67145740.220515125831.wav		2	RS	YELP		
201	Spectrogram 1	1	7778.9429	7778.9429	1078.292	1078.292	0	67145740.220515125831.wav		2	RS	YELP		
202	Spectrogram 1	1	7779.203016	7779.203016	790.036	790.036	0	67145740.220515125831.wav		2	RS	BARK		
203	Spectrogram 1	1	7781.953923	7781.953923	1281.139	1281.139	0	67145740.220515125831.wav		2	RS	YELP		
204	Spectrogram 1	1	7784.709222	7784.709222	1313.167	1313.167	0	67145740.220515125831.wav		2	RS	YELP		
205	Spectrogram 1	1	7785.027141	7785.027141	683.274	683.274	0	67145740.220515125831.wav		2	RS	BARK		
206	Spectrogram 1	1	7785.606931	7785.606931	1099.644	1099.644	0	67145740.220515125831.wav		2	RS	YELP		
207	Spectrogram 1	1	7786.1946	7786.1946	362.989	362.989	0	67145740.220515125831.wav		2	RS	BARK		
208	Spectrogram 1	1	7786.528281	7786.528281	459.075	459.075	0	67145740.220515125831.wav		2	RS	BARK		
209	Spectrogram 1	1	7787.096682	7787.096682	469.751	469.751	0	67145740.220515125831.wav		2	RS	BARK		
210	Spectrogram 1	1	7787.857761	7787.857761	587.189	587.189	0	67145740.220515125831.wav		2	RS	BARK		
211	Spectrogram 1	1	8440.379213	8440.379213	1110.32	1110.32	0	67145740.220515131331.wav		2	RS	YELP		
212	Spectrogram 1	1	8792.870897	8792.870897	1313.167	1313.167	0	67145740.220515131831.wav		2	RS	YELP		
213	Spectrogram 1	1	9125.106826	9125.106826	427.046	427.046	0	67145740.220515132331.wav		2	RS	BARK		
214	Spectrogram 1	1	9126.301431	9126.301431	523.132	523.132	0	67145740.220515132331.wav		2	RS	BARK		
215	Spectrogram 1	1	9450.380092	9450.380092	1377.224	1377.224	0	67145740.220515132831.wav		2	RS	YELP		
216	Spectrogram 1	1	9450.688377	9450.688377	1174.377	1174.377	0	67145740.220515132831.wav		2	RS	YELP		
217	Spectrogram 1	1	9456.994222	9456.994222	1387.9	1387.9	0	67145740.220515132831.wav		2	RS	YELP		
218	Spectrogram 1	1	9459.974604	9459.974604	1185.053	1185.053	0	67145740.220515132831.wav		2	RS	YELP		
219	Spectrogram 1	1	9460.30566	9460.30566	629.893	629.893	0	67145740.220515132831.wav		2	RS	BARK		
220	Spectrogram 1	1	9460.517606	9460.517606	1131.673	1131.673	0	67145740.220515132831.wav		2	RS	YELP		
221	Spectrogram 1	1	9460.758454	9460.758454	512.456	512.456	0	67145740.220515132831.wav		2	RS	BARK		
222	Spectrogram 1	1	9460.980034	9460.980034	1056.94	1056.94	0	67145740.220515132831.wav		2	RS	YELP		
223	Spectrogram 1	1	9461.182346	9461.182346	501.779	501.779	0	67145740.220515132831.wav		2	RS	BARK		
224	Spectrogram 1	1	10215.35556	10215.35556	907.473	907.473	0	67145740.220515134331.wav		2	RS	YELP		
225	Spectrogram 1	1	10231.22874	10231.22874	1387.9	1387.9	0	67145740.220515134331.wav		2	RS	YELP		
226	Spectrogram 1	1	10233.45417	10233.45417	1494.662	1494.662	0	67145740.220515134331.wav		2	RS	YELP		
227	Spectrogram 1	1	10412.65283	10412.65283	1345.196	1345.196	0	67145740.220515134331.wav		2	RS	YELP		
228	Spectrogram 1	1	10426.77527	10426.77527	1483.986	1483.986	0	67145740.220515134331.wav		2	RS	YELP		
229	Spectrogram 1	1	10428.82729	10428.82729	1366.548	1366.548	0	67145740.220515134331.wav		2	RS	YELP		
230	Spectrogram 1	1	10472.47504	10472.47504	1313.167	1313.167	0	67145740.220515134331.wav		2	RS	YELP		
231	Spectrogram 1	1	10474.13207	10474.13207	1409.253	1409.253	0	67145740.220515134331.wav		2	RS	YELP		
232	Spectrogram 1	1	10488.2256	10488.2256	1398.577	1398.577	0	67145740.220515134331.wav		2	RS	YELP		
233	Spectrogram 1	1	10489.68032	10489.68032	1377.224	1377.224	0	67145740.220515134331.wav		2	RS	YELP		
234	Spectrogram 1	1	10490.76194	10490.76194	758.007	758.007	0	67145740.220515134331.wav		2	RS	BARK		
235	Spectrogram 1	1	10491.43019	10491.43019	1473.31	1473.31	0	67145740.220515134331.wav		2	RS	YELP		
236	Spectrogram 1	1	10491.13153	10491.13153	1153.025	1153.025	0	67145740.220515134331.wav		2	RS	YELP		
237	Spectrogram 1	1	10492.03712	10492.03712	1110.32	1110.32	0	67145740.220515134331.wav		2	RS	YELP		
238	Spectrogram 1	1	10492.24907	10492.24907	1281.139	1281.139	0	67145740.220515134331.wav		2	RS	YELP		
239	Spectrogram 1	1	10492.95234	10492.95234	747.331	747.331	0	67145740.220515134331.wav		2	RS	BARK		
240	Spectrogram 1	1	10493.88683	10493.88683	982.206	982.206	0	67145740.220515134331.wav		2	RS	BARK		
241	Spectrogram 1	1	10494.31073	10494.31073	1131.673	1131.673	0	67145740.220515134331.wav		2	RS	YELP		
242	Spectrogram 1	1	10494.63828	10494.63828	1088.968	1088.968	0	67145740.220515134331.wav		2	RS	YELP		
243	Spectrogram 1	1	10495.39936	10495.39936	992.883	992.883	0	67145740.220515134331.wav		2	RS	BARK		
244	Spectrogram 1	1	10495.80398	10495.80398	1355.872	1355.872	0	67145740.220515134331.wav		2	RS	BARK		
245	Spectrogram 1	1	10496.09738	10496.09738	1537.367	1537.367	0	67145740.220515134331.wav		2	RS	YELP		
246	Spectrogram 1	1	10496.59835	10496.59835	1056.94	1056.94	0	67145740.220515134331.wav		2	RS	BARK		
248	Spectrogram 1	1	10914.83709	10914.83709	960.854	960.854	0	67145740.220515135331.wav		3	RS	YELP		
258	Spectrogram 1	1	12042.48905	12042.48905	1270.463	1270.463	0	67145740.220515141331.wav		3	RS	YELP		
259	Spectrogram 1	1	12044.2906	12044.2906	822.064	822.064	0	67145740.220515141331.wav		3	RS	YELP		
260	Spectrogram 1	1	12045.09984	12045.09984	939.502	939.502	0	67145740.220515141331.wav		3	RS	YELP		
262	Spectrogram 1	1	12085.41249	12085.41249	1291.815	1291.815	0	67145740.220515141331.wav		3	RS	YELP		
263	Spectrogram 1	1	12086.68416	12086.68416	1088.968	1088.968	0	67145740.220515141331.wav		3	RS	YELP		
264	Spectrogram 1	1	12087.40671	12087.40671	1142.349	1142.349	0	67145740.220515141331.wav		3	RS	YELP		
265	Spectrogram 1	1	12093.75283	12093.75283	1302.491	1302.491	0	67145740.220515141331.wav		3	RS	YELP		
271	Spectrogram 1	1	12909.99299	12909.99299	469.751	469.751	0	67145740.220515142831.wav		3	RS	YELP		
272	Spectrogram 1	1	12910.83114	12910.83114	362.989	362.989	0	67145740.220515142831.wav		3	RS	BARK		
273	Spectrogram 1	1	12911.37064	12911.37064	469.751	469.751	0	67145740.220515142831.wav		3	RS	BARK		
274	Spectrogram 1	1	13083.35085	13083.35085	693.95	693.95	0	67145740.220515142831.wav		3	RS	YELP		
275	Spectrogram 1	1	13091.5458	13091.5458	1110.32	1110.32	0	67145740.220515142831.wav		3	RS	YELP		
276	Spectrogram 1	1	13092.94272	13092.94272	1024.911	1024.911	0	67145740.220515142831.wav		3	RS	YELP		
277	Spectrogram 1	1	13094.48415	13094.48415	1142.349	1142.349	0	67145740.220515142831.wav		3	RS	YELP		
278	Spectrogram 1	1	13555.38009	13555.38009	192.171	192.171	0	67145740.220515143831.wav		3	RS	GROWL		
279	Spectrogram 1	1	14604.02785	14604.02785	1153.025	1153.025	0	67145740.220515145331.wav		4	RS	YELP		
280	Spectrogram 1	1	14787.36907	14787.36907	353.933	353.933	0	67145740.220515145831.wav		4	RS	BARK		
281	Spectrogram 1	1	15159.21002	15159.21002	1302.491	1302.491	0	67145740.220515150331.wav		4	RS	YELP		
282	Spectrogram 1	1	15160.30829	15160.30829	1302.491	1302.491	0	67145740.220515150331.wav		4	RS	YELP		
289	Spectrogram 1	1	16576.28743	16576.28743	161.765	161.765	0	67145740.220515152831.wav		4	LIKELY RS GROWL			
291	Spectrogram 1	1	16716.25328	16716.25328	1056.94	1056.94	0	67145740.220515152831.wav		4	RS	YELP		
292	Spectrogram 1	1	16711.18409	16711.18409	191.176	191.176	0	67145740.220515152831.wav		4	LIKELY RS GROWL			
297	Spectrogram 1	1	17622.13785	17622.13785	1035.587	1035.587	0	67145740.220515154331.wav		4	RS	YELP		
298	Spectrogram 1	1	17628.10124	17628.10124	1163.701	1163.701	0	67145740.220515154331.wav		4	RS	YELP		
299	Spectrogram 1	1	17628.5444	17628.5444	480.427	480.427	0	67145740.220515154331.wav		4	RS	BARK		
300	Spectrogram 1	1	17631.95043	17631.95043	1067.616	1067.616	0	67145740.220515154331.wav		4	RS	YELP		
301	Spectrogram 1	1	17632.31652	17632.31652	672.598	672.598	0	67145740.220515154331.wav		4	RS	BARK		
302	Spectrogram 1	1	17633.84831	17633.84831	1185.053	1185.053	0	67145740.220515154331.wav		4	RS	YELP		
303	Spectrogram 1	1	17634.20477	17634.20477	597.865	597.865	0	67145740.220515154331.wav		4	RS	BARK		
304	Spectrogram 1	1	17635.69802	17635.69802	971.53	971.53	0	67145740.220515154331.wav		4	RS	YELP		
305	Spectrogram 1	1	17636.08337	17636.08337	533.808	533.808	0	67145740.220515154331.wav		4	RS	BARK		
306	Spectrogram 1	1	17644.71623	17644.71623	886.121	886.121	0	67145740.220515154331.wav		4	RS	YELP		
307	Spectrogram 1	1	17644.99562	17644.99562	405.694	405.694	0	67145740.220515154331.wav		4	RS	BARK		
308	Spectrogram 1	1	17645.35207	17645.35207	277.58	277.58	0	67145740.220515154331.wav		4	RS	BARK		
309	Spectrogram 1	1	17645.8723	17645.8723	758.007	758.007	0	67145740.220515154331.wav		4	RS	BARK		
310	Spectrogram 1	1	17652.37782	17652.37782	1206.406	1206.406	0	67145740.220515154331.wav		4	RS	YELP		
311	Spectrogram 1	1	17652.91732	17652.91732	384.342	384.342	0	67145740.220515154331.wav		4	RS	BARK		
312	Spectrogram 1	1	17656.361	17656.361	384.342	384.342	0	67145740.220515154331.wav		4	RS	BARK		
313	Spectrogram 1	1	17656.82343	17656.82343	277.58	277.58	0	67145740.220515154331.wav		4	RS	BARK		
314	Spectrogram 1	1	17657.44964	17657.44964	266.904	266.904	0	67145740.220515154331.wav		4	RS	BARK		
315	Spectrogram 1	1	17657.83499	17657.83499	352.313	352.313	0	67145740.220515154331.wav		4	RS	BARK		
316	Spectrogram 1	1	17658.19145	17658.19145	395.018	395.018	0	67145740.220515154331.wav		4	RS	BARK		
317	Spectrogram 1	1	17660.38798	17660.38798	362.989	362.989	0	67145740.220515154331.wav		4	RS	BARK		
318	Spectrogram 1	1	17660.83114	17660.83114	352.313	352.313	0	67145740.220515154331.wav		4	RS	BARK		
319	Spectrogram 1	1	17661.25503	17661.25503	298.932	298.932	0	67145740.220515154331.wav		4	RS	BARK		
320	Spectrogram 1	1	17661.66929	17661.66929	298.932	298.932	0	67145740.220515154331.wav		4	RS	BARK		
321	Spectrogram 1	1	17662.02574	17662.02574	330.961	330.961	0	67145740.220515154331.wav		4	RS	BARK		
322	Spectrogram 1	1	17662.42073	17662.42073	405.694	405.694	0	67145740.220515154331.wav		4	RS	BARK		
323	Spectrogram 1	1	17660.06918	17660.06918	875.445	875.445	0	67145740.220515154331.wav		4	RS	YELP		
324	Spectrogram 1	1	17671.63251	17671.63251	928.826	928.826	0	67145740.220515154331.wav		4	RS	YELP		
325	Spectrogram 1	1	17671.9986	17671.9986	427.046	427.046	0	67145740.220515154331.wav		4	RS	BARK		
326	Spectrogram 1	1	17672.12384	17672.12384	896.797	896.797	0	67145740.220515154331.wav		4	RS	YELP		
327	Spectrogram 1	1	17673.01016	17673.01016	555.16	555.16	0	67145740.220515154331.wav		4	RS	BARK		
328	Spectrogram 1	1	17675.24961	17675.24961	1099.644	1099.644	0	67145740.220515154331.wav		4	RS	YELP		
329	Spectrogram 1	1	17676.03959	17676.03959	384.342	384.342	0	67145740.220515154331.wav		4	RS	BARK		
330	Spectrogram 1	1	17678.09599	17678.09599	1035.587	1035.587	0	67145740.220515154331.wav		4	RS	YELP		
331	Spectrogram 1	1	17678.50061	17678.50061	277.58	277.58	0	67145740.220515154331.wav		4	RS	BARK		
332	Spectrogram 1	1	17679.04011	17679.04011	330.961	330.961	0	67145740.220515154331.wav		4	RS	BARK		
333	Spectrogram 1	1	17681.58433	17681.58433	480.427	480.427	0	67145740.220515154331.wav		4	RS	BARK		
334	Spectrogram 1	1	17690.64721	17690.64721	469.751	469.751	0	67145740.220515154331.wav		4	RS	BARK		
335	Spectrogram 1	1	17689.97284	17689.97284	896.797	896.797	0	67145740.220515154331.wav		4	RS	YELP		
336	Spectrogram 1	1	17696.13854	17696.13854	1163.701	1163.701	0	67145740.220515154331.wav		4	RS	YELP		
337	Spectrogram 1	1	17701.38378	17701.38378	875.445	875.445	0	67145740.220515154331.wav		4	RS	YELP		
338	Spectrogram 1	1	17701.66316	17701.66316	373.665	373.665	0	67145740.220515154831.wav		4	RS	BARK		
339	Spectrogram 1	1	17702.299	17702.299	395.018	395.018	0	67145740.220515154831.wav		4	RS	BARK		
340	Spectrogram 1	1	17712.06866	17712.06866	1185.053	1185.053	0	67145740.220515154831.wav		4	RS	YELP		
341	Spectrogram 1	1	17739.08301	17739.08301	320.285	320.285	0	67145740.220515154831.wav		4	RS	BARK		
342	Spectrogram 1	1	17739.61288	17739.61288	330.961	330.961	0	67145740.220515154831.wav		4	RS	BARK		
343	Spectrogram 1	1	17740.06567	17740.06567	341.637	341.637	0	67145740.220515154831.wav		4	RS	BARK		
344	Spectrogram 1	1	17741.88648	17741.88648	288.256	288.256	0	67145740.220515154831.wav		4	RS	BARK		
345	Spectrogram 1	1	17741.64213	17741.64213	907.473	907.473	0	67145740.220515154831.wav		4	RS	YELP		
346	Spectrogram 1	1	17742.13346	17742.13346	822.064	822.064	0	67145740.220515154831.wav		4	RS	YELP		
347	Spectrogram 1	1	17742.3165	17742.3165	384.342	384.342	0	67145740.220515154831.wav		4	RS	BARK		
348	Spectrogram 1	1	17742.65369	17742.65369	362.989	362.989	0	67145740.220515154831.wav		4	RS	BARK		
349	Spectrogram 1	1	17743.3955	17743.3955	395.018	395.018	0	67145740.220515154831.wav		4	RS	BARK		
350	Spectrogram 1	1	17743.9639	17743.9639	277.58	277.58	0	67145740.220515154831.wav		4	RS	BARK		
351	Spectrogram 1	1	17744.43596	17744.43596	341.637	341.637	0	67145740.220515154831.wav		4	RS	BARK		
352	Spectrogram 1	1	17744.89839	17744.89839	373.665	373.665	0	67145740.220515154831.wav		4	RS	BARK		
