Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species_ID	Validation#	No.of_Calls	Ship_Noise	Ship_Size	Comments	WH ID	WH Comment	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment	Bill Check (KZ)
940	Spectrogram 1	1	162.8222201	163.4629236	0.6407	42.8222	113.821	1048.78	TEST__0__20180416_020801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180416_020801.wav												Y	1	1	Y	BY	473	Overlap w ice	
941	Spectrogram 1	1	163.701617	164.1036271	0.402	43.7016	317.073	983.74	TEST__0__20180416_020801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180416_020801.wav												X	0	1	Y	Y	473	Overlap w ice	
942	Spectrogram 1	1	165.598602	166.0257376	0.4271	45.5986	365.854	804.878	TEST__0__20180416_020801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180416_020801.wav												X	0	2	Y	Y	473	Overlap w ice	
943	Spectrogram 1	1	166.9051346	167.1815165	0.2764	46.9051	113.821	707.317	TEST__0__20180416_020801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180416_020801.wav												Y	1	0	Y	B	473	Overlap w ice	
944	Spectrogram 1	1	727.6815086	728.1714584	0.4899	7.6815	121.951	910.569	TEST__0__20180420_200801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180420_200801.wav												Y	2	0	X	B	575	FAINT	
945	Spectrogram 1	1	730.2317599	730.6588956	0.4271	10.2318	105.691	943.089	TEST__0__20180420_200801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180420_200801.wav												Y	1	0	X	B	575	FAINT	
946	Spectrogram 1	1	732.3674383	732.8448252	0.4774	12.3674	97.561	894.309	TEST__0__20180420_200801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180420_200801.wav												Y	1	0	X	B	575	FAINT	
947	Spectrogram 1	1	734.2058812	735.236032	1.0302	14.2059	49.046	980.926	TEST__0__20180420_200801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180420_200801.wav												Y	1	1	X	BY	473	Not previously annotated	
948	Spectrogram 1	1	1224.456084	1226.327944	1.8719	24.4561	326.975	1692.098	TEST__0__20180426_200801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180426_200801.wav												Y	4	1	X	BY	795		
949	Spectrogram 1	1	1226.89327	1228.601813	1.7085	26.8933	163.488	1765.668	TEST__0__20180426_200801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180426_200801.wav												Y	4	0	X	B	795		
950	Spectrogram 1	1	1213.48845	1213.990963	0.5025	13.4884	163.488	1855.586	TEST__0__20180426_200801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180426_200801.wav												Y	1	0	X	B	799		
951	Spectrogram 1	1	1214.367847	1215.046239	0.6784	14.3678	196.185	1822.888	TEST__0__20180426_200801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180426_200801.wav												Y	2	0	X	B	799		
952	Spectrogram 1	1	1215.800008	1216.465837	0.6658	15.8	147.139	1553.134	TEST__0__20180426_200801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180426_200801.wav												Y	2	0	X	B	799		
953	Spectrogram 1	1	1217.797495	1219.091465	1.294	17.7975	122.616	1773.842	TEST__0__20180426_200801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180426_200801.wav												Y	4	0	X	B	799		
954	Spectrogram 1	1	1601.566725	1612.094363	10.5276	41.5667	65.395	1446.866	TEST__0__20180430_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180430_140801.wav												?						Aren't these barks?	Y
956	Spectrogram 1	1	1568.781157	1569.534926	0.7538	8.7812	73.569	588.556	TEST__0__20180430_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180430_140801.wav												?						Growl?	Y
